id,rarity,generation,mainClass,subClass,statBoost1,statBoost2,profession,summons,maxSummons,soldPrice,timeStamp
90852,uncommon,3,Summoner,Paladin,LCK,AGI,mining,2,5,75,2022-01-26 07:20:20
13596,rare,2,Thief,Warrior,STR,AGI,mining,2,8,102,2022-01-26 07:18:50
99142,common,4,Paladin,Priest,LCK,STR,mining,1,1,130,2022-01-26 07:17:49
54400,common,1,Thief,Pirate,DEX,INT,mining,5,10,79,2022-01-26 07:17:19
29393,common,3,Wizard,Summoner,INT,INT,fishing,6,7,49,2022-01-26 07:15:27
91016,common,2,Knight,Knight,DEX,STR,mining,0,1,"114,5",2022-01-26 07:15:25
48071,common,1,Warrior,Warrior,DEX,STR,mining,0,10,95,2022-01-26 07:14:06
102489,uncommon,1,Knight,Pirate,END,DEX,gardening,8,10,119,2022-01-26 07:12:53
104539,uncommon,1,Warrior,Wizard,VIT,AGI,fishing,7,10,"99,9",2022-01-26 07:07:35
3385,common,1,Wizard,Pirate,WIS,STR,mining,5,10,"69,6",2022-01-26 07:07:11
102838,uncommon,5,Paladin,Wizard,END,LCK,fishing,0,1,85,2022-01-26 07:06:54
97327,common,1,Knight,Monk,END,LCK,fishing,7,10,84,2022-01-26 07:04:23
60999,uncommon,4,Summoner,Archer,LCK,STR,gardening,0,0,105,2022-01-26 07:03:25
104519,uncommon,2,Thief,Warrior,END,WIS,mining,7,9,"99,9",2022-01-26 07:01:39
101991,rare,1,Monk,Knight,WIS,VIT,foraging,10,10,120,2022-01-26 06:57:46
73968,common,3,Thief,Knight,WIS,STR,gardening,3,7,"43,99",2022-01-26 06:52:48
103829,uncommon,3,Wizard,Knight,INT,STR,mining,5,5,58,2022-01-26 06:51:44
86595,common,3,Knight,Thief,END,END,foraging,6,6,45,2022-01-26 06:50:48
86552,common,1,Warrior,Archer,INT,WIS,foraging,8,10,87,2022-01-26 06:49:00
96477,uncommon,3,Summoner,Priest,AGI,VIT,foraging,5,5,129,2022-01-26 06:48:56
54409,common,1,Knight,Thief,STR,WIS,mining,0,10,100,2022-01-26 06:44:58
88098,common,3,Knight,Ninja,AGI,DEX,mining,1,1,80,2022-01-26 06:43:53
86308,rare,1,Knight,Pirate,AGI,WIS,foraging,10,10,110,2022-01-26 06:40:50
55194,uncommon,1,Wizard,Monk,INT,VIT,foraging,5,10,225,2022-01-26 06:40:12
104036,common,1,Thief,Thief,DEX,VIT,fishing,10,10,70,2022-01-26 06:35:24
103661,common,2,Pirate,Priest,AGI,VIT,mining,8,8,"69,69",2022-01-26 06:33:05
30986,common,3,Archer,Priest,WIS,LCK,gardening,4,4,45,2022-01-26 06:31:05
104361,rare,1,Priest,Priest,DEX,VIT,mining,8,10,130,2022-01-26 06:26:29
102818,common,2,Thief,Thief,INT,INT,gardening,9,9,46,2022-01-26 06:24:36
89984,uncommon,2,Priest,Warrior,INT,LCK,mining,8,8,"68,78",2022-01-26 06:24:33
41974,common,4,Wizard,Knight,INT,END,foraging,2,2,49,2022-01-26 06:24:04
102260,uncommon,2,Archer,Priest,INT,END,foraging,8,8,74,2022-01-26 06:24:04
103725,uncommon,3,Pirate,Thief,WIS,WIS,mining,1,1,52,2022-01-26 06:21:59
104199,common,4,DarkKnight,Monk,INT,STR,fishing,2,2,49,2022-01-26 06:21:41
71749,common,1,Warrior,Knight,DEX,INT,fishing,6,10,49,2022-01-26 06:20:24
92713,common,3,Ninja,Wizard,AGI,STR,mining,3,5,110,2022-01-26 06:18:56
100670,common,4,Warrior,Knight,AGI,STR,gardening,5,5,"41,89",2022-01-26 06:15:51
101058,uncommon,2,Priest,Pirate,STR,LCK,fishing,3,3,46,2022-01-26 06:15:36
83988,common,2,Ninja,Archer,VIT,LCK,gardening,2,5,72,2022-01-26 06:14:54
104115,common,2,Pirate,Pirate,END,AGI,gardening,5,5,"41,9",2022-01-26 06:09:51
94512,common,1,Archer,Archer,LCK,VIT,mining,10,10,125,2022-01-26 06:08:49
91863,legendary,1,Thief,Archer,AGI,INT,mining,10,10,299,2022-01-26 06:07:10
103380,uncommon,5,Knight,Archer,AGI,AGI,foraging,0,0,41,2022-01-26 06:06:42
96658,common,1,Wizard,Pirate,LCK,WIS,gardening,7,10,175,2022-01-26 06:05:15
62896,common,2,Archer,Pirate,STR,INT,mining,6,6,95,2022-01-26 06:03:03
88766,uncommon,8,DarkKnight,Knight,END,END,mining,1,1,200,2022-01-26 06:02:03
16456,common,2,Warrior,Priest,END,VIT,gardening,5,6,57,2022-01-26 06:01:55
94758,uncommon,1,Priest,Warrior,VIT,END,gardening,7,10,144,2022-01-26 06:01:31
103990,common,1,Pirate,Wizard,LCK,STR,mining,8,10,149,2022-01-26 06:00:58
36302,rare,2,DarkKnight,Wizard,END,DEX,mining,5,5,500,2022-01-26 06:00:43
83731,mythic,2,DarkKnight,Wizard,WIS,DEX,fishing,5,5,800,2022-01-26 05:59:48
83414,rare,1,Knight,Pirate,STR,INT,mining,10,10,450,2022-01-26 05:59:26
91386,rare,1,Warrior,Knight,VIT,VIT,fishing,7,10,127,2022-01-26 05:58:58
104377,uncommon,2,Warrior,Pirate,INT,WIS,mining,4,5,100,2022-01-26 05:58:56
90812,common,3,DarkKnight,Priest,WIS,LCK,foraging,4,5,98,2022-01-26 05:58:00
95001,rare,2,Monk,Warrior,WIS,INT,mining,8,8,108,2022-01-26 05:57:52
68496,common,2,Pirate,Pirate,STR,STR,gardening,5,6,42,2022-01-26 05:57:22
84495,common,3,Wizard,Pirate,INT,DEX,gardening,4,4,58,2022-01-26 05:56:48
69497,rare,2,Knight,Warrior,WIS,AGI,foraging,2,3,89,2022-01-26 05:55:17
84496,common,3,DarkKnight,Priest,LCK,LCK,gardening,2,4,57,2022-01-26 05:52:35
78013,common,2,Archer,Monk,DEX,END,fishing,9,9,48,2022-01-26 05:49:36
34510,common,1,Knight,Thief,AGI,INT,foraging,6,10,72,2022-01-26 05:49:34
91781,mythic,5,Knight,Wizard,END,END,mining,3,3,800,2022-01-26 05:47:57
98190,common,1,Archer,Archer,VIT,VIT,gardening,6,10,"71,9",2022-01-26 05:47:33
69325,legendary,3,Ninja,Archer,LCK,VIT,gardening,0,3,290,2022-01-26 05:45:25
93239,uncommon,2,Pirate,Priest,AGI,WIS,fishing,5,6,58,2022-01-26 05:45:03
97841,rare,1,Archer,Wizard,DEX,VIT,foraging,10,10,180,2022-01-26 05:43:30
93610,uncommon,1,Knight,Knight,LCK,WIS,mining,4,10,120,2022-01-26 05:41:33
65116,common,2,Archer,Knight,DEX,DEX,fishing,3,3,"46,2",2022-01-26 05:41:13
103576,uncommon,1,Summoner,Archer,DEX,STR,foraging,5,5,200,2022-01-26 05:39:38
104238,common,2,Summoner,Archer,DEX,VIT,mining,3,5,120,2022-01-26 05:39:28
91025,common,2,Ninja,Monk,WIS,AGI,mining,3,5,115,2022-01-26 05:38:52
103024,common,2,Monk,Pirate,VIT,INT,foraging,5,5,43,2022-01-26 05:38:44
19817,rare,4,Pirate,Monk,DEX,LCK,mining,2,6,85,2022-01-26 05:38:06
102858,common,2,Wizard,Priest,INT,END,mining,5,7,62,2022-01-26 05:37:27
96624,common,4,Thief,Warrior,DEX,STR,gardening,0,0,"42,71",2022-01-26 05:35:53
5731,common,1,Warrior,DarkKnight,LCK,END,mining,4,10,150,2022-01-26 05:35:04
44112,common,5,Dragoon,Pirate,VIT,VIT,mining,0,1,"192,56",2022-01-26 05:32:58
100795,common,1,Wizard,Warrior,AGI,WIS,foraging,7,10,90,2022-01-26 05:31:36
103821,uncommon,3,Monk,Warrior,VIT,WIS,fishing,0,0,40,2022-01-26 05:27:17
93171,uncommon,4,Dragoon,Monk,INT,END,foraging,0,0,159,2022-01-26 05:27:05
49139,rare,2,Wizard,Wizard,WIS,WIS,foraging,0,1,99,2022-01-26 05:26:27
96137,common,3,Monk,Thief,STR,END,fishing,6,6,52,2022-01-26 05:26:23
103968,common,2,Pirate,Archer,AGI,WIS,mining,2,5,69,2022-01-26 05:25:33
104379,uncommon,3,Ninja,Pirate,DEX,VIT,foraging,0,0,64,2022-01-26 05:24:02
9201,uncommon,1,Thief,Pirate,STR,INT,gardening,6,10,60,2022-01-26 05:23:56
89443,common,2,Pirate,Monk,WIS,STR,foraging,6,6,50,2022-01-26 05:22:20
81704,common,1,Ninja,Warrior,LCK,DEX,gardening,2,5,72,2022-01-26 05:21:34
100414,common,3,Warrior,Pirate,LCK,VIT,fishing,8,8,49,2022-01-26 05:18:05
98770,uncommon,1,Paladin,Wizard,DEX,WIS,fishing,2,5,150,2022-01-26 05:16:37
24194,common,3,Monk,Monk,WIS,LCK,fishing,2,2,55,2022-01-26 05:15:13
45547,rare,1,Warrior,Knight,VIT,INT,gardening,3,10,90,2022-01-26 05:14:53
49670,common,3,Wizard,Pirate,END,VIT,foraging,0,1,"51,9",2022-01-26 05:12:58
72054,uncommon,4,Priest,Warrior,STR,LCK,foraging,6,6,60,2022-01-26 05:09:02
104401,common,4,Thief,Knight,INT,LCK,fishing,2,2,65,2022-01-26 05:06:54
87828,common,2,Thief,Knight,END,DEX,foraging,5,9,44,2022-01-26 05:06:07
93022,common,3,Archer,Wizard,END,LCK,mining,6,6,68,2022-01-26 05:04:36
102979,uncommon,2,Priest,Wizard,DEX,DEX,gardening,6,6,65,2022-01-26 05:02:37
99957,common,3,Paladin,Archer,WIS,LCK,gardening,0,2,74,2022-01-26 05:01:53
78590,rare,4,Sage,Monk,AGI,END,fishing,0,0,285,2022-01-26 04:55:01
57859,common,3,Archer,Wizard,VIT,WIS,fishing,0,0,"45,5",2022-01-26 04:51:32
68311,rare,5,DarkKnight,Wizard,VIT,END,fishing,1,1,97,2022-01-26 04:51:18
96870,uncommon,3,Pirate,Monk,STR,END,fishing,4,6,48,2022-01-26 04:49:03
42742,common,1,Wizard,Archer,INT,DEX,foraging,3,10,70,2022-01-26 04:47:46
5524,rare,1,Knight,Wizard,LCK,AGI,gardening,1,10,1,2022-01-26 04:46:15
11320,common,4,Archer,Wizard,STR,INT,gardening,7,7,1,2022-01-26 04:45:42
66621,uncommon,3,Summoner,Pirate,INT,AGI,mining,0,0,77,2022-01-26 04:44:25
94439,common,4,Warrior,Monk,DEX,WIS,gardening,7,7,42,2022-01-26 04:43:49
84492,common,1,Priest,Priest,INT,END,mining,5,10,"63,7",2022-01-26 04:43:41
71119,common,1,Monk,Knight,DEX,END,gardening,8,10,92,2022-01-26 04:41:51
73894,uncommon,2,Ninja,Archer,AGI,DEX,gardening,5,5,1,2022-01-26 04:41:25
11402,common,2,Warrior,Knight,VIT,VIT,mining,4,8,109,2022-01-26 04:41:24
103955,common,3,Knight,Thief,DEX,AGI,fishing,3,3,"42,5",2022-01-26 04:40:03
60435,uncommon,3,Wizard,Archer,VIT,STR,foraging,2,2,59,2022-01-26 04:39:55
87871,common,4,Knight,Monk,LCK,WIS,fishing,0,0,45,2022-01-26 04:39:41
101754,common,2,Priest,Wizard,DEX,AGI,gardening,7,7,"58,5",2022-01-26 04:36:42
36286,common,2,Priest,Priest,STR,STR,fishing,5,7,45,2022-01-26 04:34:00
104268,legendary,2,Archer,Wizard,STR,END,fishing,6,6,140,2022-01-26 04:31:10
3085,common,1,Priest,Priest,LCK,DEX,fishing,2,10,47,2022-01-26 04:30:05
57449,uncommon,1,Wizard,Warrior,INT,LCK,mining,7,10,144,2022-01-26 04:28:50
101700,common,1,Priest,Warrior,AGI,INT,mining,7,10,120,2022-01-26 04:28:25
100306,common,2,Priest,Priest,DEX,VIT,gardening,6,8,59,2022-01-26 04:25:22
54841,rare,1,Monk,Pirate,STR,END,foraging,4,10,80,2022-01-26 04:24:06
10562,rare,2,Knight,Archer,LCK,END,foraging,3,5,70,2022-01-26 04:22:15
93674,common,3,DarkKnight,Monk,END,AGI,fishing,2,4,49,2022-01-26 04:20:59
81822,uncommon,1,Warrior,Pirate,LCK,STR,mining,4,10,105,2022-01-26 04:16:21
89984,uncommon,2,Priest,Warrior,INT,LCK,mining,8,8,59,2022-01-26 04:12:28
79523,uncommon,2,Thief,Priest,STR,END,foraging,6,6,55,2022-01-26 04:10:54
99988,common,2,Thief,Archer,VIT,STR,foraging,2,3,40,2022-01-26 04:08:42
95860,uncommon,1,Wizard,Monk,INT,LCK,gardening,5,10,65,2022-01-26 04:06:53
19930,common,3,Warrior,Pirate,DEX,VIT,gardening,4,4,35,2022-01-26 04:05:49
100715,rare,2,Thief,Priest,LCK,DEX,mining,5,7,106,2022-01-26 04:04:56
70081,common,2,Wizard,Warrior,LCK,WIS,gardening,5,7,65,2022-01-26 04:03:47
91009,uncommon,2,Pirate,Archer,WIS,AGI,fishing,6,7,64,2022-01-26 04:02:27
17631,uncommon,3,DarkKnight,Ninja,WIS,WIS,gardening,3,5,110,2022-01-26 04:00:34
69949,uncommon,2,Knight,Thief,LCK,LCK,foraging,8,8,65,2022-01-26 03:58:40
99739,rare,2,Priest,Ninja,AGI,END,mining,3,4,75,2022-01-26 03:56:23
35516,common,2,Knight,Warrior,AGI,END,fishing,2,9,75,2022-01-26 03:56:01
90960,uncommon,3,Wizard,Wizard,STR,DEX,mining,6,6,84,2022-01-26 03:55:19
104278,common,2,Knight,Monk,DEX,AGI,foraging,6,6,"40,5",2022-01-26 03:55:08
104107,common,2,Pirate,Priest,LCK,LCK,gardening,5,5,"40,9",2022-01-26 03:54:57
2825,uncommon,1,Priest,Pirate,WIS,END,fishing,4,10,"59,99",2022-01-26 03:51:43
104323,common,3,Monk,Summoner,WIS,LCK,foraging,4,4,38,2022-01-26 03:51:39
15756,common,2,Wizard,Thief,END,WIS,gardening,7,9,58,2022-01-26 03:51:01
104146,common,4,Archer,Monk,VIT,LCK,fishing,3,3,40,2022-01-26 03:49:01
78597,uncommon,2,Priest,Priest,LCK,VIT,fishing,9,9,49,2022-01-26 03:47:48
46387,uncommon,3,Warrior,Priest,VIT,LCK,foraging,2,2,62,2022-01-26 03:47:21
104272,common,2,Knight,Archer,INT,DEX,foraging,6,6,"43,75",2022-01-26 03:46:09
103209,common,3,Priest,Pirate,STR,STR,fishing,7,7,40,2022-01-26 03:44:03
100328,rare,2,Knight,Warrior,DEX,LCK,gardening,3,3,78,2022-01-26 03:43:25
94893,common,2,Archer,Warrior,VIT,VIT,gardening,5,5,"55,56",2022-01-26 03:36:59
96835,common,1,Knight,Knight,AGI,INT,mining,10,10,300,2022-01-26 03:32:33
99140,uncommon,3,Priest,Wizard,INT,WIS,fishing,5,5,"69,9",2022-01-26 03:32:20
61103,common,2,Pirate,Knight,WIS,AGI,fishing,4,5,55,2022-01-26 03:31:11
70804,common,3,Warrior,Warrior,STR,STR,mining,2,5,145,2022-01-26 03:30:39
78668,uncommon,3,Wizard,Warrior,INT,WIS,mining,2,2,70,2022-01-26 03:29:34
103809,rare,2,Thief,Archer,STR,WIS,gardening,7,7,67,2022-01-26 03:29:00
54529,common,2,Knight,Priest,STR,AGI,fishing,6,6,"45,85",2022-01-26 03:28:34
96978,common,3,Thief,Pirate,WIS,END,fishing,3,3,57,2022-01-26 03:28:22
104214,rare,5,Pirate,Priest,LCK,WIS,gardening,0,0,49,2022-01-26 03:27:08
104216,rare,3,Archer,Archer,LCK,STR,foraging,4,4,69,2022-01-26 03:26:18
102433,common,3,Ninja,Warrior,STR,AGI,gardening,0,1,"49,5",2022-01-26 03:25:22
100272,rare,2,Warrior,Archer,LCK,DEX,fishing,4,4,59,2022-01-26 03:22:25
87365,common,2,Paladin,Monk,END,WIS,gardening,0,3,85,2022-01-26 03:20:16
45846,common,1,Archer,Archer,WIS,DEX,fishing,8,10,105,2022-01-26 03:18:01
102631,common,2,Paladin,Thief,LCK,STR,fishing,0,1,55,2022-01-26 03:17:41
78910,uncommon,1,Paladin,Monk,END,WIS,fishing,0,5,48,2022-01-26 03:16:43
102536,uncommon,2,Thief,Thief,VIT,STR,mining,9,9,140,2022-01-26 03:15:11
68473,common,1,DarkKnight,Pirate,DEX,WIS,fishing,0,5,46,2022-01-26 03:13:24
103565,common,3,Warrior,DarkKnight,END,STR,foraging,2,2,45,2022-01-26 03:13:10
104294,uncommon,2,Thief,Wizard,STR,END,gardening,6,6,43,2022-01-26 03:10:54
32600,uncommon,3,DarkKnight,Archer,STR,VIT,mining,0,5,150,2022-01-26 03:10:51
33334,common,1,Wizard,Monk,AGI,LCK,foraging,3,10,"49,5",2022-01-26 03:10:39
90336,rare,1,Priest,Pirate,DEX,END,fishing,8,10,105,2022-01-26 03:10:18
103252,common,2,Archer,Monk,END,STR,foraging,6,7,51,2022-01-26 03:10:18
102290,common,1,Thief,Thief,STR,END,gardening,8,10,90,2022-01-26 03:04:35
103111,rare,4,DarkKnight,Pirate,VIT,LCK,mining,0,0,"169,73",2022-01-26 03:04:15
103905,common,5,Paladin,Pirate,INT,INT,fishing,0,0,47,2022-01-26 03:04:10
58469,common,3,Dragoon,Monk,AGI,STR,fishing,0,1,160,2022-01-26 03:03:34
99251,common,3,Priest,Warrior,INT,VIT,mining,8,8,62,2022-01-26 03:02:26
96949,rare,1,Knight,Warrior,DEX,WIS,fishing,5,10,79,2022-01-26 03:00:54
80894,uncommon,1,Warrior,Wizard,AGI,VIT,fishing,3,10,57,2022-01-26 02:58:55
103829,uncommon,3,Wizard,Knight,INT,STR,mining,5,5,59,2022-01-26 02:57:41
89153,common,2,Thief,Monk,STR,STR,fishing,7,8,58,2022-01-26 02:56:05
99811,common,3,DarkKnight,Pirate,AGI,END,fishing,1,1,54,2022-01-26 02:54:58
69362,rare,1,Wizard,Knight,STR,DEX,fishing,6,10,91,2022-01-26 02:54:28
6207,uncommon,1,Thief,Thief,END,WIS,mining,2,10,70,2022-01-26 02:53:58
93380,uncommon,4,Warrior,Monk,WIS,INT,mining,5,5,90,2022-01-26 02:53:52
86163,common,3,Paladin,Warrior,VIT,WIS,mining,0,3,140,2022-01-26 02:53:04
57963,rare,1,Priest,Pirate,DEX,LCK,fishing,6,10,89,2022-01-26 02:52:32
93174,uncommon,3,Archer,Pirate,VIT,WIS,mining,3,3,72,2022-01-26 02:51:54
92305,common,1,Knight,Monk,LCK,AGI,mining,2,10,92,2022-01-26 02:51:46
104284,uncommon,2,Priest,Warrior,END,VIT,fishing,6,6,"43,5",2022-01-26 02:50:56
38199,common,6,Knight,Warrior,LCK,INT,foraging,0,0,50,2022-01-26 02:50:07
73772,common,2,Wizard,Warrior,STR,AGI,foraging,8,9,62,2022-01-26 02:47:43
104296,common,2,Thief,Monk,DEX,END,gardening,6,6,40,2022-01-26 02:47:37
43825,common,4,Monk,Priest,WIS,DEX,gardening,4,4,50,2022-01-26 02:47:31
104334,common,4,Paladin,Pirate,INT,STR,mining,3,3,123,2022-01-26 02:46:55
64517,common,2,Sage,Thief,END,INT,fishing,0,3,"116,6",2022-01-26 02:45:15
100228,common,4,Warrior,Priest,DEX,AGI,mining,4,4,"75,9",2022-01-26 02:43:46
104276,uncommon,2,Pirate,Archer,STR,STR,foraging,6,6,44,2022-01-26 02:43:33
78280,rare,2,Warrior,Wizard,INT,WIS,mining,0,1,165,2022-01-26 02:43:04
103554,common,2,Priest,Priest,INT,INT,mining,4,5,60,2022-01-26 02:43:00
104280,common,2,Archer,Knight,DEX,INT,gardening,6,6,40,2022-01-26 02:42:58
103935,common,2,Archer,Archer,INT,AGI,foraging,6,6,"65,51",2022-01-26 02:41:40
87341,common,3,Archer,Paladin,AGI,INT,gardening,4,4,40,2022-01-26 02:39:28
104053,common,2,DarkKnight,Priest,LCK,STR,foraging,3,5,99,2022-01-26 02:39:11
96509,uncommon,3,Thief,Monk,DEX,STR,gardening,2,2,45,2022-01-26 02:38:17
100750,rare,2,Priest,Wizard,INT,WIS,mining,5,7,85,2022-01-26 02:37:00
104264,uncommon,2,Warrior,Wizard,AGI,AGI,gardening,8,8,47,2022-01-26 02:35:52
103374,common,1,Knight,Pirate,DEX,STR,mining,7,10,320,2022-01-26 02:35:48
90192,rare,1,DarkKnight,Knight,WIS,AGI,gardening,5,5,"243,25",2022-01-26 02:35:46
102578,uncommon,1,Paladin,Pirate,INT,DEX,foraging,3,5,190,2022-01-26 02:35:14
32373,common,2,Warrior,Monk,LCK,INT,gardening,1,3,"42,9",2022-01-26 02:33:58
84978,common,4,DarkKnight,Warrior,INT,VIT,gardening,4,4,79,2022-01-26 02:33:50
102239,common,1,Pirate,Warrior,DEX,LCK,foraging,7,10,80,2022-01-26 02:31:19
104023,uncommon,1,Monk,Knight,VIT,END,gardening,7,10,90,2022-01-26 02:30:59
66912,common,5,DarkKnight,Archer,LCK,LCK,fishing,1,2,49,2022-01-26 02:30:47
104115,common,2,Pirate,Pirate,END,AGI,gardening,5,5,40,2022-01-26 02:30:29
97712,uncommon,1,Monk,Thief,WIS,LCK,gardening,7,10,89,2022-01-26 02:30:29
68418,common,4,Ninja,Knight,END,DEX,fishing,1,2,80,2022-01-26 02:29:59
101113,common,1,Pirate,Warrior,STR,AGI,foraging,7,10,80,2022-01-26 02:29:56
98864,common,1,Knight,Knight,INT,LCK,gardening,7,10,80,2022-01-26 02:29:25
55361,uncommon,1,Archer,Monk,DEX,DEX,foraging,4,10,85,2022-01-26 02:28:35
81220,rare,1,Warrior,Wizard,DEX,LCK,foraging,7,10,95,2022-01-26 02:28:03
93177,rare,3,Thief,Thief,LCK,AGI,mining,4,4,94,2022-01-26 02:27:41
94660,rare,1,Warrior,Knight,INT,VIT,foraging,7,10,129,2022-01-26 02:27:29
7307,common,1,Monk,Knight,AGI,LCK,mining,7,10,200,2022-01-26 02:27:14
102559,rare,1,Knight,Archer,AGI,STR,gardening,7,10,169,2022-01-26 02:25:21
84246,common,3,Archer,Archer,DEX,LCK,gardening,7,7,42,2022-01-26 02:24:05
81585,common,1,Warrior,Priest,STR,END,foraging,3,10,47,2022-01-26 02:23:31
101101,common,1,Priest,Archer,END,AGI,foraging,8,10,80,2022-01-26 02:22:15
104288,common,2,Archer,Priest,INT,DEX,mining,7,8,75,2022-01-26 02:21:23
59649,rare,1,Knight,Thief,INT,END,foraging,8,10,111,2022-01-26 02:20:54
102367,common,4,Knight,Archer,END,STR,foraging,4,4,40,2022-01-26 02:20:24
103264,rare,2,Thief,Monk,WIS,VIT,gardening,7,7,90,2022-01-26 02:20:12
4465,common,1,Monk,Archer,INT,WIS,mining,7,10,200,2022-01-26 02:16:31
102114,rare,3,Knight,Knight,VIT,WIS,mining,5,5,130,2022-01-26 02:13:33
104017,common,2,Wizard,Wizard,STR,VIT,mining,6,6,"59,5",2022-01-26 02:12:53
101815,uncommon,2,Thief,Warrior,STR,WIS,mining,5,7,71,2022-01-26 02:12:09
80893,rare,1,Warrior,Wizard,VIT,STR,gardening,0,10,61,2022-01-26 02:11:19
101019,legendary,3,Warrior,Priest,LCK,INT,mining,4,5,250,2022-01-26 02:10:15
59331,common,4,Warrior,Archer,END,DEX,gardening,5,5,39,2022-01-26 02:10:09
60235,common,4,Pirate,Archer,VIT,DEX,fishing,2,2,"57,9",2022-01-26 02:07:49
92392,common,1,Warrior,Monk,VIT,AGI,mining,5,10,60,2022-01-26 02:07:47
102917,common,1,Pirate,Priest,END,AGI,fishing,7,10,95,2022-01-26 02:07:06
88300,common,1,Monk,Knight,WIS,END,fishing,7,10,92,2022-01-26 02:06:38
94071,common,1,Knight,Paladin,END,AGI,mining,5,10,65,2022-01-26 02:05:28
53034,common,2,Archer,Archer,WIS,VIT,foraging,5,5,"72,9",2022-01-26 02:03:27
96966,common,3,Ninja,Knight,STR,WIS,fishing,3,3,75,2022-01-26 02:02:24
85614,uncommon,2,Monk,Monk,END,AGI,foraging,1,6,45,2022-01-26 01:59:51
91801,common,2,Knight,Priest,WIS,AGI,mining,0,2,"75,28",2022-01-26 01:57:15
104179,common,3,DarkKnight,Wizard,STR,WIS,mining,2,4,196,2022-01-26 01:55:45
100193,common,3,Paladin,Thief,AGI,INT,mining,3,4,180,2022-01-26 01:55:29
87960,common,1,Priest,Pirate,LCK,LCK,foraging,7,10,79,2022-01-26 01:55:21
39993,common,3,Summoner,Archer,DEX,STR,gardening,3,5,68,2022-01-26 01:54:43
57008,rare,3,Monk,Wizard,DEX,VIT,fishing,8,8,85,2022-01-26 01:47:06
104247,uncommon,4,Warrior,Pirate,STR,INT,mining,3,4,86,2022-01-26 01:45:47
104298,common,2,Archer,Pirate,LCK,VIT,mining,3,4,40,2022-01-26 01:42:07
91563,uncommon,3,Knight,Monk,DEX,LCK,mining,4,6,95,2022-01-26 01:40:06
102508,common,2,Pirate,Thief,DEX,END,gardening,6,8,40,2022-01-26 01:39:59
100568,common,1,Knight,Monk,DEX,WIS,fishing,9,10,78,2022-01-26 01:37:05
100808,common,3,Knight,Wizard,STR,WIS,gardening,5,6,41,2022-01-26 01:36:05
101531,rare,1,Archer,Priest,VIT,STR,gardening,10,10,120,2022-01-26 01:32:35
98397,rare,3,Wizard,Pirate,LCK,INT,gardening,1,1,83,2022-01-26 01:32:19
77764,common,1,Knight,Thief,AGI,INT,fishing,4,10,48,2022-01-26 01:31:07
87102,common,2,Warrior,Priest,STR,INT,gardening,6,6,39,2022-01-26 01:30:55
84965,uncommon,2,Thief,Knight,INT,STR,fishing,7,7,79,2022-01-26 01:30:19
48178,rare,3,Pirate,Warrior,DEX,AGI,fishing,5,6,155,2022-01-26 01:29:47
80971,common,2,Ninja,Priest,LCK,END,gardening,0,5,"44,99",2022-01-26 01:29:11
103831,uncommon,2,Wizard,Priest,WIS,STR,fishing,6,6,50,2022-01-26 01:28:27
82885,uncommon,2,Warrior,Ninja,DEX,AGI,fishing,4,4,45,2022-01-26 01:28:03
103620,common,2,Knight,Warrior,LCK,AGI,mining,7,9,169,2022-01-26 01:28:03
41273,common,4,Priest,Priest,VIT,VIT,gardening,0,0,94,2022-01-26 01:24:11
64429,common,1,Knight,Archer,VIT,LCK,gardening,4,10,50,2022-01-26 01:22:33
66500,common,3,Thief,DarkKnight,STR,LCK,foraging,6,6,50,2022-01-26 01:22:10
61827,common,2,Archer,Thief,LCK,LCK,mining,4,6,70,2022-01-26 01:20:34
102056,rare,2,Thief,Knight,AGI,WIS,mining,9,9,125,2022-01-26 01:18:33
95513,common,5,Knight,Summoner,LCK,AGI,gardening,2,2,44,2022-01-26 01:17:10
100206,common,5,Archer,Warrior,AGI,END,fishing,1,1,38,2022-01-26 01:16:48
103485,common,5,Knight,Thief,AGI,WIS,fishing,0,0,38,2022-01-26 01:16:27
65116,common,2,Archer,Knight,DEX,DEX,fishing,3,3,"37,5",2022-01-26 01:15:27
33538,uncommon,3,Archer,Thief,VIT,AGI,foraging,1,2,59,2022-01-26 01:14:33
26050,common,2,Archer,Warrior,INT,END,fishing,8,8,"46,96",2022-01-26 01:14:11
103923,common,4,Sage,Monk,AGI,END,fishing,0,0,105,2022-01-26 01:11:17
102512,uncommon,2,Monk,Knight,DEX,INT,mining,5,8,68,2022-01-26 01:09:28
41857,common,2,Wizard,Pirate,DEX,DEX,mining,5,8,59,2022-01-26 01:05:19
103306,common,3,Thief,Archer,STR,WIS,mining,6,6,62,2022-01-26 01:05:10
97889,rare,2,Priest,Archer,VIT,INT,mining,4,7,76,2022-01-26 01:03:18
104230,common,2,Thief,Archer,END,END,foraging,5,5,"39,5",2022-01-26 01:01:21
103915,common,2,Warrior,Knight,WIS,AGI,foraging,8,8,41,2022-01-26 00:59:54
102987,uncommon,2,Warrior,Monk,STR,LCK,mining,8,8,139,2022-01-26 00:59:48
87900,common,2,Paladin,Warrior,WIS,DEX,foraging,1,5,60,2022-01-26 00:59:36
71104,uncommon,1,Warrior,Ninja,AGI,LCK,fishing,5,10,44,2022-01-26 00:59:27
91021,uncommon,2,Thief,Knight,LCK,WIS,foraging,7,7,49,2022-01-26 00:59:12
